"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"12649","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",3,"5 on 4","Shot","f",857,168,16,"",NA,NA,"Snapshot",0,0.0448514879747103
"12665","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jamie Lee Rattray",3,"5 on 5","Shot","f",790,151,4,"",NA,NA,"Snapshot",0,0.0170472146571792
"12684","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",3,"5 on 5","Shot","f",694,155,49,"",NA,NA,"Snapshot",0,0.0242192780369172
"12694","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Pelkey",3,"5 on 5","Shot","f",650,171,22,"",NA,NA,"Snapshot",0,0.0535902218410687
"12701","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dana Trivigno",3,"5 on 5","Shot","f",632,172,52,"",NA,NA,"Deflection",0,0.115494460895553
"12708","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dana Trivigno",3,"5 on 5","Shot","f",608,150,33,"",NA,NA,"Snapshot",0,0.0175370376582645
"12713","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",3,"5 on 5","Shot","f",593,182,27,"",NA,NA,"Snapshot",0,0.0966570696646408
"12719","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",3,"5 on 5","Shot","f",585,187,37,"",NA,NA,"Deflection",0,0.225791833342245
"12725","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",3,"5 on 5","Shot","f",568,133,14,"",NA,NA,"Snapshot",0,0.00641671613086384
"12726","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Ann-Sophie Bettez",3,"5 on 5","Shot","f",568,182,33,"",NA,NA,"Deflection",0,0.178495766206006
"12744","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",3,"5 on 5","Shot","f",513,143,72,"",NA,NA,"Snapshot",0,0.0133002731124372
"12771","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",3,"5 on 5","Shot","f",383,166,65,"",NA,NA,"Snapshot",0,0.0462058282912503
"12792","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Ann-Sophie Bettez",3,"5 on 5","Shot","f",303,160,49,"",NA,NA,"Wristshot",0,0.0148295643232371
"12794","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",3,"5 on 5","Shot","f",297,129,13,"",NA,NA,"Snapshot",0,0.00511009974949825
"12802","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",3,"5 on 5","Shot","f",268,127,83,"",NA,NA,"Snapshot",0,0.00560516382053324
"12805","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",3,"5 on 5","Shot","f",260,138,5,"",NA,NA,"Snapshot",0,0.00827404748411732
"12809","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jamie Lee Rattray",3,"5 on 5","Shot","f",246,158,72,"",NA,NA,"Snapshot",0,0.0305057257347018
"12822","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",3,"5 on 5","Shot","f",197,138,14,"",NA,NA,"Snapshot",0,0.00849422937071431
"12825","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",3,"5 on 5","Shot","f",178,170,51,"",NA,NA,"Deflection",0,0.10416514758018
"12871","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",1,"5 on 5","Shot","f",1177,186,59,"",NA,NA,"Snapshot",0,0.128453292260927
"12921","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",1,"5 on 5","Shot","f",1011,138,33,"",NA,NA,"Wristshot",0,0.00412481414046154
"12922","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jamie Lee Rattray",1,"5 on 5","Shot","f",1010,181,40,"",NA,NA,"Deflection",0,0.173290027077001
"12924","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",1003,156,18,"",NA,NA,"Wristshot",0,0.0108414501586674
"12928","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",991,166,55,"",NA,NA,"Wristshot",0,0.0210527488353483
"12931","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",1,"5 on 5","Shot","f",971,137,79,"",NA,NA,"Wristshot",0,0.00446173196784544
"12934","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",1,"5 on 5","Shot","f",965,146,24,"",NA,NA,"Wristshot",0,0.0062994826103498
"12938","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",1,"5 on 5","Shot","f",952,148,14,"",NA,NA,"Snapshot",0,0.0148515166203263
"12949","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",1,"5 on 5","Shot","f",910,161,7,"",NA,NA,"Wristshot",0,0.0138807393463378
"12961","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",1,"5 on 5","Shot","f",865,166,56,"",NA,NA,"Snapshot",0,0.0450525286180349
"12968","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",1,"5 on 4","Shot","f",855,156,67,"",NA,NA,"Snapshot",0,0.0269460270714842
"12969","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",1,"4 on 5","Shot","f",846,183,63,"",NA,NA,"Wristshot",0,0.0544155281383783
"12983","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",1,"5 on 4","Shot","f",801,134,52,"",NA,NA,"Slapshot",0,0.00798903417681289
"12991","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",1,"5 on 4","Shot","t",779,160,25,"",NA,NA,"Wristshot",1,0.0138323097229945
"13004","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",1,"5 on 5","Shot","f",740,155,4,"",NA,NA,"Snapshot",0,0.0212792212748167
"13015","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",1,"5 on 5","Shot","f",705,131,11,"",NA,NA,"Snapshot",0,0.00568473789492811
"13018","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",1,"5 on 5","Shot","f",687,157,47,"",NA,NA,"Wristshot",0,0.0124731949869528
"13021","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",1,"5 on 5","Shot","f",679,162,61,"",NA,NA,"Wristshot",0,0.0171602788154828
"13023","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",1,"5 on 5","Shot","t",674,178,40,"",NA,NA,"Snapshot",1,0.0814553622507301
"13044","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Lee Stecklein",1,"5 on 5","Shot","f",606,133,42,"",NA,NA,"Wristshot",0,0.00319588773057972
"13060","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hannah Brandt",1,"5 on 5","Shot","t",572,175,44,"",NA,NA,"Snapshot",1,0.0704034565838967
"13063","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",1,"5 on 5","Shot","f",560,168,56,"",NA,NA,"Wristshot",0,0.0235804508363631
"13076","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dani Cameranesi",1,"5 on 5","Shot","f",523,146,40,"",NA,NA,"Wristshot",0,0.00660118233159733
"13083","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Shelly Picard",1,"5 on 5","Shot","f",505,159,8,"",NA,NA,"Snapshot",0,0.0268392176214494
"13087","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",1,"5 on 5","Shot","f",498,171,39,"",NA,NA,"Snapshot",0,0.0561849506523324
"13096","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",1,"5 on 5","Shot","f",463,148,15,"",NA,NA,"Slapshot",0,0.0156834442763534
"13101","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",1,"5 on 4","Shot","f",449,155,71,"",NA,NA,"Wristshot",0,0.0119615558798386
"13104","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",1,"5 on 4","Shot","f",443,160,17,"",NA,NA,"Snapshot",0,0.0290943543672216
"13108","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",1,"5 on 4","Shot","f",431,158,66,"",NA,NA,"Snapshot",0,0.0299878289343513
"13115","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",1,"5 on 4","Shot","f",417,161,25,"",NA,NA,"Snapshot",0,0.0314430915767248
"13121","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",1,"5 on 4","Shot","t",408,144,43,"",NA,NA,"Snapshot",1,0.0129272291518307
"13135","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jillian Saulnier",1,"5 on 5","Shot","f",369,171,8,"",NA,NA,"Snapshot",0,0.0515386839734253
"13137","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",1,"5 on 5","Shot","f",364,156,9,"",NA,NA,"Snapshot",0,0.0228143585534565
"13168","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",1,"5 on 5","Shot","f",234,140,22,"",NA,NA,"Slapshot",0,0.0102430486002132
"13171","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",1,"5 on 5","Shot","f",227,136,36,"",NA,NA,"Slapshot",0,0.00852898166033794
"13201","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",1,"5 on 5","Shot","f",122,170,68,"",NA,NA,"Fan",0,1.02490450172559e-08
"13206","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",1,"5 on 5","Shot","f",107,166,52,"",NA,NA,"Snapshot",0,0.0445488007060871
"13208","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",1,"5 on 5","Shot","f",100,144,79,"",NA,NA,"Snapshot",0,0.01435119628782
"13217","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",1,"5 on 4","Shot","f",68,174,25,"",NA,NA,"Wristshot",0,0.0300141372435815
"13221","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",1,"5 on 4","Shot","f",48,175,39,"",NA,NA,"Snapshot",0,0.0694465356660015
"13225","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",1,"5 on 4","Shot","f",39,156,68,"",NA,NA,"Snapshot",0,0.0270232948258592
"13226","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",1,"5 on 4","Shot","f",39,182,46,"",NA,NA,"Deflection",0,0.184174665460817
"13227","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",1,"5 on 4","Shot","t",37,183,43,"",NA,NA,"Snapshot",1,0.106088489483965
"13236","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",1,"5 on 4","Shot","f",3,156,52,"",NA,NA,"Snapshot",0,0.0258124777795534
"13264","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",2,"5 on 4","Shot","f",1094,173,22,"",NA,NA,"Wristshot",0,0.0281691011524005
"13265","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",2,"5 on 4","Shot","f",1089,132,68,"",NA,NA,"Slapshot",0,0.00748301136421549
"13269","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",2,"5 on 5","Shot","f",1074,188,32,"",NA,NA,"Fan",0,2.54956705399792e-08
"13295","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Gigi Marvin",2,"5 on 5","Shot","f",1000,164,66,"",NA,NA,"Wristshot",0,0.0194530777220497
"13299","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",2,"5 on 5","Shot","f",984,151,83,"",NA,NA,"Wristshot",0,0.00990492347831537
"13304","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hannah Brandt",2,"5 on 5","Shot","f",960,134,40,"",NA,NA,"Wristshot",0,0.00336130086323474
"13306","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",2,"5 on 5","Shot","f",952,143,76,"",NA,NA,"Wristshot",0,0.00619692079466791
"13308","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",2,"5 on 5","Shot","f",933,139,36,"",NA,NA,"Slapshot",0,0.0100889378459238
